"data_size","cache_size","hit","miss"
780843,45,5679723,566976
121695,15,973541,4
102026,3107,775811,37290
249099,14953,1934140,43699
483883,68458,3758957,43649
165682,743,1321992,2721
626359,218,4963883,46771
165941,16,1327502,10
607704,95450,4714738,51444
122869,22917,954442,5593
84859,15131,659112,4629
173133,28982,1344906,11176
484684,142918,3705761,28793
232926,2539,1785230,75639
359091,96825,2719149,56754
467308,57,3441476,296931
501697,56493,3842685,114398
802625,159103,6179461,82436
245103,229612,1715721,15491
720251,5380,5737773,18855
56358,74,421467,29323
746832,1197,5692266,281193
99914,20821,776051,2440
958056,256745,7193732,213971
716532,1288,5372383,358585
720030,53,5298455,461732
122837,4706,954201,23789
690772,15,5526089,72
839457,144648,6521088,49920
20516,759,159264,4105
684771,20914,5454283,2971
608703,16255,4723797,129572
781044,212977,5952263,83112
525684,43,4205412,17
692631,84619,5285413,171016
302499,85852,2275462,58678
990838,33852,7891349,1503
499929,156,3980446,18830
825551,47402,6376428,180578
54307,724,431907,1825
321475,61,2469947,101792
743988,139193,5772828,39883
555498,120683,4315248,8053
449686,6114,3493253,98121
577574,49,4220028,400515
659369,202798,5009920,62234
209407,71396,1603103,757
653068,178,5208127,16239
209819,31063,1647138,351
235176,149,1867096,14163
434879,2943,3460797,15292
333938,22811,2560520,88173
182424,43515,1385811,30066
177789,22514,1378334,21464
415996,133492,3182772,11704
908753,175029,7053782,41213
987708,202779,7539838,159047
484298,35443,3719094,119847
945932,13909,7537895,15652
937510,681575,6562570,255935
356421,6961,2843934,473
36086,7763,278773,2152
513663,164317,3912638,32349
549373,70017,4267700,57267
169204,6,1341202,12424
117654,7084,900983,33165
846849,1485,6739246,34061
36055,35719,252385,336
110868,10479,861251,15214
873609,422662,6115263,450947
315722,77626,2417107,31043
639468,9872,4853839,252033
284329,50774,2208700,15158
91160,19,729256,5
957026,242569,7295511,118128
836524,194950,6461291,35951
312057,36903,2415828,43725
271431,96653,2058388,16407
474542,86820,3683565,25951
710521,76,5354261,329831
782528,104138,6020879,135207
349727,26039,2688715,83062
426234,68834,3305093,35945
487429,153390,3724263,21779
869444,73925,6739119,142508
759622,273172,5755783,48021
389574,80681,2978819,57092
724452,363,5546423,248830
340529,70750,2645200,8282
762445,125886,5814977,158697
225753,58188,1740443,7393
831279,48991,6457628,143613
195678,1,1416697,148726
656573,11374,4962987,278223
899026,16,7192131,61
340699,61887,2592998,70707
166233,57402,1270600,1862
475521,32,3804123,13
849088,14409,6468931,309364
321461,90,2451345,120253
429000,134879,3258768,38353
745136,194469,5686731,79888
302122,19966,2328323,68687
922045,2496,6972828,401036
547327,39943,4167944,170729
48195,7760,367344,10456
764257,235775,5841428,36853
984079,88926,7505694,278012
516012,178213,3913271,36612
623531,49097,4837682,101469
927325,853913,6491275,73412
412175,6225,3119896,171279
728296,39,5826271,58
190508,33746,1460773,29545
486937,27275,3794012,74209
433929,81479,3347537,42416
575878,51657,4467551,87816
636553,164943,4842004,85477
380365,71474,2896629,74817
763187,855,5844000,260641
51847,6572,394523,13681
710826,128033,5420864,137711
987414,26001,7670511,202800
884903,249812,6813364,16048
840190,20853,6696453,4214
574899,130447,4412787,55958
626822,25,5014490,61
421139,337536,2947973,83603
344628,27677,2677071,52276
368173,16,2599886,345482
884142,244374,6751313,77449
911877,81061,7077725,136230
650899,211674,4966375,29143
781111,22258,6096776,129854
538734,153548,4053004,103320
551157,279961,4114935,14360
194487,100,1547927,7869
714457,8,5690764,24884
907887,105790,7042736,114570
791326,178341,6026086,126181
780302,9,6222141,20266
407592,23985,3166219,70532
87271,16799,677870,3499
446258,8360,3560913,791
199403,45892,1528965,20367
764804,86,5786801,331545
280631,169,2240684,4195
497140,3849,3967508,5763
389271,33,3114110,25
200553,28484,1572429,3511
670262,76586,5104083,181427
725062,28646,5668734,103116
423036,23455,3324387,36446
232620,12,1860897,51
66580,14220,517119,1301
202795,6,1424281,198073
39096,1388,311307,73
565553,58,4160177,364189
679461,72307,5107771,255610
661965,216518,4980793,98409
609967,21103,4738334,120299
359727,77961,2740207,59648
160973,22,1287753,9
614586,5249,4904801,6638
941684,49,7533352,71
590385,6187,4710702,6191
968763,14587,7731250,4267
267543,73147,2038789,28408
97750,10787,743515,27698
923058,295891,7027966,60607
487360,77757,3737199,83924
993435,160484,7679056,107940
690889,85,5213284,313743
73028,11740,566459,6025
266940,1903,2041675,91942
608795,133,4810094,60133
543153,39,4345174,11
327554,7,2602803,17622
666376,173,5328827,2008
134881,12256,1030332,36460
25776,3584,200023,2601
441873,11993,3518452,4539
805278,1484,6420688,20052
372682,131306,2844870,5280
489563,26,3916457,21
328022,23155,2501458,99563
798000,45049,6187041,151910
221716,22490,1722314,28924
693055,126009,5377843,40588
411413,57698,3129500,104106
672265,54171,5222400,101549
476412,157876,3632587,20833
351052,6119,2797631,4666
581232,153901,4444656,51299
662044,2814,5258167,35371
350530,1681,2643107,159452
796686,173,6370996,2319
838788,71076,6356785,282443
343793,40109,2667000,43235
740526,10453,5611255,302500
171280,60,1274515,95665
127903,12538,971556,39130
891211,30,7129551,107
764427,22599,5945648,147169
379730,147516,2871788,18536
166285,55403,1163995,110882
392100,88590,3043552,4658
704479,184885,5357576,93371
217990,29271,1684296,30353
970256,144134,7379482,238432
607875,2026,4628221,232753
527580,22123,4017217,181300
391818,131922,2941884,60738
958809,414260,7238889,17323
895609,164650,6881552,118670
166814,42527,1278743,13242
155236,5869,1235842,177
564423,8545,4497745,9094
633884,55246,4918148,97678
482083,49990,3744902,61772
833048,226538,6358780,79066
895708,26287,6952143,187234
671680,1514,5353854,18072
459028,171,3671381,672
306561,134944,2301435,16109
739345,25,5914664,71
698891,17178,5568766,5184
590421,47,4723295,26
756142,134456,5873869,40811
802367,47963,6158143,212830
196377,4,1528141,42871
929473,29,7435692,63
962503,8404,7681288,10332
789400,19561,6167145,128494
451828,164015,3162796,287813
954113,4194,7340499,288211
733819,255820,5583064,31668
830341,8205,6617800,16723
907661,297629,6926059,37600
883352,9514,6700090,357212
588862,42,4256150,454704
177844,47,1293631,129074
322362,121,2533169,45606
624267,40761,4950840,2535
437146,33435,3336657,127076
630946,212223,4814615,20730
713408,158193,5443906,105165
408705,59,3029116,240465
251600,72936,1916440,23424
990009,117537,7550077,252458
335229,29,2346603,335200
264850,27619,2057388,33793
477189,1,3461186,356325
895386,47339,6949597,166152
60868,22688,460631,3625
43441,6,344594,2928
535242,40,4281888,8
20698,7946,157288,350
883132,52,7064946,58
934134,229153,7243868,51
700518,135618,5303059,165467
556138,51,4068804,380249
505228,1899,4032058,7867
723631,106267,5522315,160466
585993,78897,4550782,58265
882426,68648,6740529,250231
764288,11061,6093867,9376
446375,92,3390248,180660
252390,84200,1930229,4691
170497,173,1363730,73
72054,1733,559710,14989
674786,107,5188592,209589
134490,14786,1044771,16363
755175,132557,5758894,149949
82642,16,661118,2
491523,63490,3818273,50421
505138,49887,3923990,67227
232691,57671,1771503,32354
383299,3774,3058381,4237
857938,57406,6528756,277342
23696,5009,183868,691
190516,61501,1433135,29492
117718,26843,887941,26960
898505,5886,7180583,1571
386283,5966,3072459,11839
75519,1169,579405,23578
580080,94,4409776,230770
935525,347636,7107020,29544
719462,76919,5490820,187957
534989,125676,4067657,86579
617615,18653,4778071,144196
69732,14299,530721,12836
668798,38,4805715,544631
583494,994,4656642,10316
278251,2689,2219531,3788
526864,3937,4029477,181498
130667,17,922362,122957
160792,15678,1244385,26273
87626,2146,698474,388
66917,15148,514260,5928
630109,125840,4863933,51099
732758,126061,5598816,137187
320370,3272,2449798,109890
167602,16860,1292233,31723
914083,87,7312547,30
611777,41292,4720119,132805
262738,6010,2040921,54973
662592,149004,5147107,4625
670901,214740,5109623,42845
362010,564,2730773,164743
226603,3751,1808225,848
555741,99095,4312901,33932
31994,10,225243,30699
200093,38905,1542453,19386
430751,12,3445919,77
964904,58,7719133,41
151464,31019,1176535,4158
292111,4188,2327087,5613
128772,2397,999535,28244
384058,63346,2983439,25679
932612,4,6548952,911940
336973,186,2694328,1270
834571,82460,6346579,247529
473583,28,3788612,24
915453,127188,7096192,100244
221204,11586,1718287,39759
719729,85150,5586814,85868
574801,30,4598344,34
455345,78737,3461369,102654
622693,807,4943437,37300
17899,132,141336,1724
895491,107168,6892787,163973
86440,1875,688472,1173
84121,15221,653394,4353
743921,111896,5779000,60472
716962,5268,5714770,15658
422741,7,2969512,412409
944273,71742,7280983,201459
132294,13391,1014188,30773
136808,30447,957656,106361
883914,141,7035750,35421
156010,43207,1181035,23838
719697,9010,5680223,68343
469999,7,3738123,21862
891077,6392,7111687,10537
426785,125624,3245220,43436
611356,93446,4656425,140977
687104,164873,5322852,9107
738408,98457,5695462,113345
521224,54024,3954355,161413
789907,11250,6049829,258177
910553,39,7284313,72
290948,89523,2199684,38377
334185,36778,2546735,89967
364648,55325,2771102,90757
893363,179802,6933843,33259
911425,146114,6961877,183409
160725,28946,1247580,9274
391431,109,3023861,107478
579233,18,4633811,35
971164,16,7769184,112
288675,36234,2266752,6414
564692,135321,4336091,46124
566836,91519,4327258,115911
645365,107854,4989443,65623
849909,189920,6485767,123585
319949,69753,2479383,10456
274394,91411,2099354,4387
670523,7044,5202692,154448
426642,12833,3290805,109498
852212,183309,5965484,668903
772014,65,6176014,33
494095,158,3935406,17196
31950,10439,241659,3502
189215,55,1453766,59899
699529,153872,5428145,14215
288649,3557,2301479,4156
710691,214805,5417353,53370
359398,30,2559541,315613
716219,5477,5557039,167236
48707,9365,340949,39342
832328,9,5856703,801912
432954,2792,3313461,147379
889807,88,7118343,25
319359,28290,2439688,86894
622030,25,4418370,557845
537532,97377,4116352,86527
997033,10205,7590294,375765
463338,8215,3697234,1255
914366,237846,6957065,120017
190263,24339,1488518,9247
932140,230888,7103763,122469
22999,3952,178117,1923
163497,2416,1302866,2694
120957,23345,938846,5465
99565,29982,765370,1168
872819,90990,6756096,135466
994696,105,7622693,334770
363540,17024,2781217,110079
529459,24384,3948692,262596
860773,64228,6415986,405970
845910,54898,6450962,261420
712515,106875,5387306,205939
566141,145,4491699,37284
470935,93628,3646498,27354
211407,61869,1589007,40380
516953,42509,4015865,77250
309483,166369,2166381,143114
662382,188597,5045178,65281
672542,23933,5189404,166999
469013,123353,3557825,70926
412063,134714,3131976,29814
769514,100,5870344,285668
289341,17270,2208895,88563
783033,103266,6076794,84204
807912,84317,6267504,111475
531392,41928,4057174,152034
987184,21757,7765506,110209
15136,6279,114324,485
104497,14476,792458,29042
491517,25217,3868185,38734
579698,5041,4440372,192171
532754,6,3741608,520418
804454,71271,6225873,138488
682042,116249,5211531,128556
468019,1157,3732603,10392
171899,24303,1325714,25175
897951,213677,6859397,110534
792198,44,6337517,23
56379,14484,427095,9453
117294,539,933542,4271
692984,111621,5291310,140941
558380,42197,4337601,87242
972719,186391,7544737,50624
515768,30,4126094,20
908071,103187,6969403,191978
838031,126387,6400199,177662
520613,62545,3974331,128028
472799,383065,3309593,89734
450041,11288,3496054,92986
240629,263,1915192,9577
143515,2940,1143125,2055
462359,30206,3632687,35979
680124,26936,5314751,99305
503722,120321,3819505,89950
490903,27178,3743518,156528
766613,30559,5899502,202843
628946,145,4985894,45529
916835,40948,7288271,5461
450444,53620,3496464,53468
924672,178415,7074468,144493
830441,145,6580697,62686
312963,16677,2373811,113216
762627,156961,5833674,110381
335702,57028,2605792,22796
565816,5675,4336776,184077
823723,70,6171171,418543
123979,27350,962316,2166
395123,55,3160927,2
369276,21533,2866419,66256
224241,8574,1741896,43458
758876,196,6063782,7030
952259,10,7609370,8692
866851,173452,6643648,117708
364802,2298,2905987,10131
622991,151817,4749135,82976
166321,39114,1290493,961
562724,10908,4331639,159245
226233,127834,1663321,18709
976208,17458,7785536,6670
987271,9117,7571236,317815
47529,8,378351,1873
193774,7,1361095,189090
872163,175767,6775159,26378
186347,5522,1484672,582
497264,21802,3878033,78277
270465,60271,2047737,55712
729938,64377,5109566,665561
617421,66988,4679636,192744
299849,3795,2380838,14159
291175,68553,2210833,50014
960554,16124,7355983,312325
212977,37832,1653133,12851
465432,66,3474325,249065
414724,56321,3176625,84846
123568,28478,959789,277
813091,46,6504658,24
173738,26796,1323694,39414
206291,29135,1602456,18737
799283,72237,6075224,246803
757321,8696,6042299,7573
218877,56221,1670004,24791
562744,45714,4274464,181774
26671,734,212482,152
432315,40956,3354558,63006
113691,6687,874402,28439
53797,11,430356,9
887875,359738,6737621,5641
864681,133,6833835,83480
199414,62,1478680,116570
983786,35,7870163,90
504080,45241,3837517,149882
58330,13437,453070,133
35308,717,281403,344
94460,3838,751697,145
595985,103439,4531560,132881
394982,52448,3034119,73289
83588,119,656182,12403
12768,194,101896,54
351588,61019,2699136,52549
340066,5503,2713829,1196
282980,21,2263791,28
447510,14437,3437685,127958
374121,141,2958856,33971
183608,15858,1415982,37024
664760,206456,5066349,45275
777115,22231,6190713,3976
885006,6135,6683950,389963
612552,8096,4888659,3661
456401,33,3264849,386326
814807,17007,6323641,177808
508310,227271,3819700,19509
642954,15713,4988500,139419
728721,191,5826891,2686
998402,200938,7753968,32310
388055,1474,3096853,6113
661554,95305,5095249,101878
344263,93895,2635971,24238
489731,23925,3866734,27189
806639,301693,6150080,1339
163852,3964,1305968,884
338944,1296,2701813,8443
619015,200748,4726673,24699
160908,60378,1210581,16305
23995,103,181967,9890
627020,122250,4679431,214479
804040,169,6402008,30143
104701,1292,835278,1038
982261,108687,7418946,330455
390857,167,3121026,5663
23697,4983,183943,650
19567,3936,151921,679
322529,7074,2572628,530
709505,41624,5511590,122826
406155,113734,3091982,43524
707605,80514,5492711,87615
712923,115250,5493424,94710
124384,156,990250,4666
860972,5788,6861382,20606
896809,93942,6839731,240799
80104,35273,604444,1115
379550,2685,3020465,13250
106762,772,850838,2486
296302,38083,2301664,30669
635567,6770,4821746,256020
329058,10855,2512381,109228
379269,16,3034115,21
613478,88946,4760925,57953
491050,28107,3734661,165632
474094,98,3615792,176862
801886,139905,6142895,132288
331653,46070,2540351,66803
568751,228788,4318154,3066
30106,638,239593,617
914745,141,7222878,94941
584670,45,4677286,29
223103,55443,1690682,38699
344047,63598,2644555,44223
166249,20300,1286008,23684
219483,20676,1698005,37183
274640,80327,2074373,42420
512181,2,3585898,511548
619190,15798,4933989,3733
391898,1,2841302,293881
392714,8021,2968854,164837
189463,8,1507852,7844
778642,11912,6211902,5322
486501,144947,3718705,28356
407572,178194,3058063,24319
733396,21366,5565271,280531
412560,246171,2887920,166389
426847,31204,3377991,5581
707543,120770,5408431,131143
997338,327936,7618843,31925
28690,12873,215548,1099
948585,121867,7368873,97940
217281,11168,1687858,39222
212845,13650,1653337,35773
24539,26,174333,21953
368733,66924,2856282,26658
355542,86023,2729153,29160
93172,8,742344,3024
57570,458,458180,1922
86737,75,645155,48666
46868,13236,356106,5602
805031,87364,6253690,99194
855122,190146,6636814,14016
583604,14296,4528779,125757
762776,63621,5893179,145408
932160,86012,7185864,185404
482299,24,3423532,434836
452627,173,3610710,10133
837775,393160,5864425,444615
70692,5,553563,11968
735626,25208,5649057,210743
192908,16,1543230,18
824448,302173,6263678,29733
748511,128824,5697406,161858
865411,540,6855656,67092
702370,194262,5357070,67628
207181,33561,1603299,20588
991248,118,7929860,6
653436,61530,4992019,173939
801008,303853,6089633,14578
782932,873,6229632,32951
930087,181526,7095415,163755
330651,4911,2638414,1883
953719,119415,7284116,226221
551158,164,4398905,10195
904705,229814,6885005,122821
257980,34,2063799,7
629701,9100,5019169,9339
506962,32842,3879047,143807
477363,6675,3695183,117046
77661,5566,599265,16457
73650,11586,567958,9656
609320,117165,4661344,96051
464694,28294,3636866,52392
826489,28055,6414393,169464
890382,55280,6713370,354406
213710,27067,1637966,44647
340988,37427,2648842,41635
998203,170222,7700096,115306
103429,23094,803388,950
555278,119629,4304764,17831
220236,2604,1755171,4113
325505,46953,2520695,36392
38928,8,309843,1573
360390,3307,2746578,133235
391815,39332,3043685,51503
375310,129191,2853807,19482
563147,19338,4374694,111144
508235,51427,3948090,66363
568797,30655,4446729,72992
12544,2007,95412,2933
910117,8739,7251676,20521
833305,127171,6455522,83747
761289,15,6090226,71
317765,3,2406388,135729
933561,2536,7160388,305564
329697,88149,2497061,52366
979350,35183,7732620,66997
555237,44946,4214631,182319
707838,1256,5638589,22859
298167,62784,2283390,39162
844237,113,6609772,144011
603474,9251,4812990,5551
817572,815,6285188,254573
472029,6904,3604255,165073
311604,88519,2366883,37430
779366,127942,5874110,232876
822673,266343,6250954,64087
475281,25357,3701046,75845
630018,106715,4776759,156670
465234,5440,3526233,190199
779172,158450,5939723,135203
801539,179614,6190094,42604
846494,10,6763133,8809
741040,60048,5655980,212292
123021,37579,935343,11246
785767,121606,5960747,203783
681321,6304,5437536,6728
766830,189282,5895094,50264
159697,29238,1240498,7840
101934,12552,782261,20659
849857,256999,6484111,57746
795214,151381,6051565,158766
671068,33018,5205167,130359
260866,51100,2026433,9395
714635,55,5717015,10
509518,72349,3953942,49853
361400,70,2697622,193508
331888,116236,2531954,6914
537732,15230,4132891,153735
672606,255535,5013856,111457
64815,11551,500467,6502
497291,57818,3859000,61510
981388,351884,7464578,34642
853354,8465,6810603,7764
773395,139,6116392,70629
580484,110730,4320362,212780
324366,25983,2513686,55259
290521,18030,2261994,44144
677671,86992,5172033,162343
884208,63,7073546,55
226238,7731,1738585,63588
349055,3773,2705358,83309
204598,1256,1534402,101126
243823,71547,1850209,28828
416169,88615,3177447,63290
174634,11944,1356576,28552
604302,4388,4812927,17101
728021,126,5733256,90786
912645,180684,6955268,165208
622584,245142,4577402,158128
552402,41,4419136,39
505860,64,3737941,308875
958468,186241,7439653,41850
696047,88,5568275,13
49030,34,360179,32027
192361,3,1480418,58467
608519,3280,4846798,18074
651963,8257,5060769,146678
376796,18507,2873512,122349
513905,129,4056367,54744
148217,5498,1138676,41562
928126,55646,7138063,231299
429461,8860,3260191,166637
822666,179645,6256942,144741
722443,202850,5523649,53045
449360,2,3360063,234815
530328,3350,4231582,7692
840695,72622,6426272,226666
678778,49130,5141520,239574
753398,116041,5722899,188244
827733,18,6621755,91
347925,142,2753939,29319
717673,13618,5719375,8391
468158,39129,3699023,7112
850597,199469,6551518,53789
673799,156004,5230284,4104
193882,65655,1463896,21505
121091,22767,940531,5430
800518,50,6404076,18
317973,104175,2430226,9383
995599,135931,7602992,225869
730000,132077,5660657,47266
70865,4067,550466,12387
151856,28323,1141650,44875
63050,6611,489785,8004
994059,25067,7716182,211223
999114,8013,7666606,318293
181312,29305,1408380,12811
458064,15,3664465,32
473497,7375,3672238,108363
235237,77402,1779173,25321
946171,135868,7206555,226945
505376,7206,3881941,153861
473050,56018,3599396,128986
744735,117684,5686412,153784
686993,17510,5321104,157330
53010,10802,403451,9827
288875,27761,2243980,39259
338540,19001,2609966,79353
798576,126,6287047,101435
376688,104094,2881808,27602
344145,30965,2667450,54745
465119,32,3720902,18
967294,242104,7377776,118472
349184,12470,2780834,168
428312,135640,3196736,94120
890281,10,7122048,190
788411,16166,6284762,6360
673582,59,5388573,24
789462,7009,5973287,335400
84911,5253,642891,31144
219866,8522,1676162,74244
783420,33191,6173923,60246
861944,152867,6551152,191533
963099,1771,7381639,321382
483945,30,3871475,55
441988,2,3291017,244885
776500,104266,5855374,252360
857399,86419,6559919,212854
225952,19,1807588,9
849489,70,6305083,490759
956697,40553,7285927,327096
373021,17225,2843103,123840
182536,82938,1366753,10597
785028,19,5559322,720883
314753,56992,2444990,16042
784103,232202,5968558,72064
784485,14795,5952799,308286
925953,71,7407534,19
811513,104863,6298007,89234
73999,24916,566823,253
370163,56,2743890,217358
563770,170684,4338222,1254
234222,3609,1859589,10578
770907,25755,5971520,169981
988060,126780,7541673,236027
748473,14133,5678334,295317
824675,76411,6298038,222951
749050,22163,5714695,255542
82404,436,655847,2949
384254,8708,3063783,1541
574840,206316,4372059,20345
161946,44599,1249203,1766
232092,53480,1802852,404
881476,84,7051695,29
129688,532,1032194,4778
341234,76495,2562942,90435
689032,6233,5227794,278229
876904,216280,6693004,105948
469540,7233,3563000,186087
899179,31,6416235,777166
662208,139169,5144222,14273
795666,474727,5569662,320939
528162,6472,4208780,10044
32318,154,257203,1187
25516,372,202507,1249
905783,10498,7234476,1290
363160,79945,2812092,13243
485022,112,3787478,92586
271168,22,2169299,23
897550,87584,6822574,270242
783989,52186,6002331,217395
624898,152841,4764806,81537
857874,32,6862918,42
825809,9054,6295966,301452
586579,241825,4372459,78348
713763,9107,5418238,282759
127673,4112,1013408,3864
50048,285,398083,2016
382541,4701,2677787,377840
454514,60281,3475612,100219
221350,4,1720873,49923
834443,1179,6664764,9601
983829,29,7870506,97
123213,2922,980300,2482
60910,9164,473083,5033
702860,112659,5398003,112218
611789,198839,4673451,22022
374209,69500,2900885,23287
796909,223293,6086566,65413
825333,69138,6411382,122144
842223,97182,6419230,221372
699334,23983,5426731,143958
53066,7188,405680,11660
502183,83629,3832183,101652
35476,25,280346,3437
377701,6890,2834768,179950
532566,9698,4244324,6506
71824,1017,572374,1201
558253,12688,4173015,280321
427583,2749,3406758,11157
984309,29,7031867,842576
86326,14397,662938,13273
973680,314436,7416813,58191
681149,32,4872690,576470
182403,8552,1373383,77289
288589,6548,2235662,66502
360117,45810,2757842,77284
76155,11005,587139,11096
994673,175921,7598726,182737
115429,34744,884923,3765
955088,60913,7278272,301519
546131,88562,4166178,114308
397796,72,2958735,223561
373794,108800,2840823,40729
428690,8644,3416959,3917
80639,7648,619260,18204
121141,1726,921030,46372
899929,17,6331725,867690
989259,18631,7636317,259124
409295,151785,3115084,7491
387876,23,3102948,37
447952,18690,3410258,154668
84643,3,642608,34533
144510,16524,1111912,27644
718331,164657,5476938,105053
361572,23,2892539,14
934708,347690,7114283,15691
606309,8150,4838832,3490
530150,54126,4057809,129265
866322,186671,6636484,107421
105401,685,810449,32074
951772,174,7613639,363
157763,119712,1104341,38051
781190,105288,6062480,81752
763051,16488,6082047,5873
700026,27093,5524221,48894
599680,16,4238650,558774
268954,30941,2031572,89119
220607,134,1743339,21383
335802,24231,2607814,54371
558845,93116,4337966,39678
222995,31798,1690540,61622
962777,35631,7611246,55339
591673,138068,4585693,9623
575590,39,4133126,471555
349382,164,2788633,6259
561168,479189,3975215,34940
226668,27,1813305,12
392045,30,3136306,24
919716,323051,7027861,6816
140216,2641,1117736,1351
444100,22654,3450228,79918
793212,63576,6161897,120223
681477,136,5386876,64804
961848,41635,7650984,2165
58438,152,465734,1618
138397,13053,1047117,47006
58894,4505,455856,10791
769695,274457,5874632,8471
902131,164404,6888876,163768
938282,215694,7273880,16682
156915,41577,1185976,27767
584387,33250,4437442,204404
691923,182570,5266986,85828
146244,17665,1135957,16330
440332,87985,3356465,78206
73585,22855,557715,8110
575398,9076,4436171,157937
635761,45610,4893705,146773
737582,50,5900593,13
439578,429207,3077046,10371
109466,8,872049,3671
136370,9101,1059294,22565
368365,77952,2861522,7446
932623,85976,7099232,275776
944645,17365,7537561,2234
533154,60,3928065,337107
762518,98191,5917417,84536
357915,44,2597388,265888
370378,102354,2808138,52532
341357,76214,2619796,34846
331421,51493,2525858,74017
725947,99695,5639330,68551
726448,18161,5604977,188446
554111,84676,4235755,112457
724911,64,5434473,364751
898292,97,6852239,334000
425200,106556,3229732,65312
326825,1638,2606617,6345
464129,67842,3468188,177002
792255,192946,6143843,1251
848551,34884,6585787,167737
144559,125,1138491,17856
953497,283308,7257172,87496
165600,4729,1271932,48139
292768,50711,2237792,53641
562029,187,4484532,11513
819873,152204,6262618,144162
101106,17372,767379,24097
287960,110,2236059,67511
910798,170493,7064093,51798
708045,42023,5410743,211594
148121,7400,1123123,54445
752786,61528,5765450,195310
907372,240378,6919510,99088
872644,204698,6655768,120686
681954,107281,5161114,187237
970942,36792,7683488,47256
640859,19,5126815,38
669371,24223,5188842,141903
289276,47646,2247054,19508
706275,90683,5480524,78993
801735,6525,6068239,339116
468622,58085,3600785,90106
965357,274609,7314577,133670
75554,13615,584368,6449
722056,164632,5604916,6900
597529,101593,4571326,107313
148097,18795,1127112,38869
725509,96858,5559975,147239
823532,172358,6262046,153852
495061,57401,3779257,123830
803595,26779,6338751,63230
399980,164352,3020360,15128
319153,40620,2463752,48852
434330,99819,3371384,3437
106569,4776,847592,184
235415,5156,1781831,96333
206950,33138,1557840,64622
237362,183,1891270,7443
21234,86,168758,1028
212484,118,1666955,32799
962195,297667,7323211,76682
474547,89192,3616958,90226
501465,94464,3822718,94538
213197,41985,1656127,7464
36198,56,265776,23752
612407,37570,4742723,118963
61569,17454,473166,1932
740805,111,5775625,150704
929917,24215,7324702,90419
460668,87204,3503495,94645
64101,733,508796,3279
108317,19893,833003,13640
779276,44856,5962272,227080
24047,4929,184880,2567
361296,6558,2799728,84082
498649,61106,3718343,209743
362639,8,2889005,12099
941539,110445,7250653,171214
511173,71,4089307,6
193146,19,1545144,5
55519,23942,414213,5997
36477,654,275796,15366
141517,147,1118237,13752
359219,86657,2750212,36883
210392,48063,1634261,812
228402,115,1790854,36247
140122,32864,1048153,39959
709443,50632,5413528,211384
400158,120440,3065897,14927
42556,10496,323571,6381
801376,93928,6150477,166603
476646,43049,3702682,67437
867773,36339,6735084,170761
29349,2272,221016,11504
552508,29,4419988,47
209202,70817,1601277,1522
384459,76918,2986537,12217
525926,97981,4003308,106119
550606,109457,4277201,18190
424355,443,3239385,155012
568838,10501,4379733,160470
277825,4597,2217054,949
145731,10912,1119987,34949
391343,22407,3047360,60977
203471,6,1613507,14255
357376,92464,2736632,29912
366540,11606,2828820,91894
894693,187572,6944254,25718
606706,2596,4841998,9054
483890,7045,3860681,3394
155365,4340,1234452,4128
613161,209138,4670744,25406
674455,67332,5233373,94935
161487,27783,1262991,1122
369828,45645,2872877,40102
501477,73672,3889460,48684
359471,47668,2772139,55961
140762,45114,1079630,1352
311988,40219,2375891,79794
593545,64,4748279,17
805096,61386,6126180,253202
116717,9399,906643,17694
724974,136273,5625748,37771
328080,80949,2502492,41199
319237,74917,2440377,38602
551679,40241,4178931,194260
453745,32640,3593276,4044
661485,60,5291795,25
898394,45,7187076,31
838609,150999,6386123,171750
53349,2745,414389,9658
696535,76392,5315856,180032
172027,18,1376185,13
200448,68537,1518147,16900
829622,11507,6310694,314775
972902,12610,7411754,358852
541200,119,4248166,81315
217572,48626,1624009,67941
355501,88789,2742724,12495
500740,44,3633801,372075
383446,9812,3054366,3390
946579,49811,7329441,193380
338658,89782,2576715,42767
97459,22,779646,4
547370,98131,4247471,33358
48501,8387,370652,8969
842202,10478,6377498,349640
282197,65312,2179593,12671
69378,15423,526157,13444
368635,53604,2800174,95302
868067,124264,6743362,76910
349431,2601,2650158,142689
467636,20508,3565765,154815
199519,34733,1520473,40946
384951,9450,3069682,476
187549,24718,1456893,18781
187415,3251,1311905,184164
902468,129161,6900183,190400
995339,190668,7703135,68909
984941,175368,7651279,52881
964096,116353,7404323,192092
730801,48,5846303,57
485866,40336,3768250,78342
452079,57,3616565,10
135595,3032,1053259,28469
401886,4582,3201951,8555
268062,38892,2082304,23300
868115,2210,6917593,25117
604865,218868,4606845,13207
71444,93,568619,2840
235653,27359,1816618,41247
536616,139519,3756312,397097
980238,161221,7608725,71958
77963,178,620618,2908
987086,29821,7518323,348544
144043,1804,1149281,1259
923651,186665,7163847,38696
831202,9399,6251404,388813
544971,35971,4294316,29481
723638,177854,5529142,82108
898976,140127,6879826,171855
575743,9143,4594089,2712
540863,95544,4111059,120301
315781,67,2341744,184437
113155,18818,859566,26856
875434,35124,6731139,237209
143745,685,1116627,32648
766690,59332,5951807,122381
81896,9422,612299,33447
303217,111997,2313111,628
758520,90,6068061,9
985904,390528,7468121,28583
352986,23279,2677694,122915
261588,18187,2032036,42481
970115,20559,7524525,215836
904599,119665,6897282,219845
